 Vendor #, Name, Address 1, Address 2, City, State, Zip, Telephone, Fax, Email,1099, W-9, Active,Terms, Account, Dept Code
"","Smart And Final","","","","","",,,"",False,False,True,,726,""
"","SMM Solutions","","","","","",,,"",False,False,True,,747,""
"","Snapp & Associates Insurance","","","","","",,,"",False,False,True,,744,""
"","Socal Axe","","","","","",,,"",False,False,True,,729,""
"","Sprint","","","","","",,,"",False,False,True,,725,""
"","Square Inc","","","","","",,,"",False,False,True,,736,""
"","Sticker Mule","","","","","",,,"",False,False,True,,726,""
"","Sticky Brand","","","","","",,,"",False,False,True,,726,""
"","Suta","","","","","",,,"",False,False,True,,345,""
"","Target","","","","","",,,"",False,False,True,,726,""
"","Tasty Noodle House","","","","","",,,"",False,False,True,,724,""
"","Tawapa  Inc","","","","","",,,"",False,False,True,,600,""
"","Tenorshare.Net","","","","","",,,"",False,False,True,,730,""
"","Tether Jewelry","","","","","",,,"",False,False,True,,600,""
"","Texas Wine And Spirits","","","","","",,,"",False,False,True,,724,""
"","The Hartford Insurance","","","","","",,,"",False,False,True,,744,""
"","The Home Depot","","","","","",,,"",False,False,True,,750,""
"","The Needle Parlor","","","","","",,,"",False,False,True,,600,""
"","The Original Philippe","","","","","",,,"",False,False,True,,724,""
"","The Powers That Be","","","","","",,,"",False,False,True,,600,""
"","The Ups Store","","","","","",,,"",False,False,True,,716,""
"","The Waverly","","","","","",,,"",False,False,True,,724,""
"","The Wise Ox","","","","","",,,"",False,False,True,,724,""
"","Thrifty","","","","","",,,"",False,False,True,,757,""
"","Tmobile","","","","","",,,"",False,False,True,,725,""
"","Tokaikiyosuku Gifutokiy","","","","","",,,"",False,False,True,,454,""
"","Transfe to 3925 (110)","","","","","",,,"",False,False,True,,110,""
"","Transfer to 112 (3933)","","","","","",,,"",False,False,True,,112,""
"","Transfer to 3925 (110)","","","","","",,,"",False,False,True,,110,""
"","Trusty Plumbing Inc","","","","","",,,"",False,False,True,,750,""
"","TW&M","","","","","",,,"",False,False,True,,724,""
"","Ukiyoe Museum Shop","","","","","",,,"",False,False,True,,726,""
"","Ultimate Tattoo Supply Co","","","","","",,,"",False,False,True,,600,""
"","Urban Plates","","","","","",,,"",False,False,True,,724,""
"","USPS","","","","","",,,"",False,False,True,,716,""
"","Uzu Organics","","","","","",,,"",False,False,True,,600,""
