 Vendor #, Name, Address 1, Address 2, City, State, Zip, Telephone, Fax, Email,1099, W-9, Active,Terms, Account, Dept Code
"","Fontana Truck Supply","","","","","",,,"",False,False,True,,600,""
"","Fontana Water Co","","","","","",,,"",False,False,True,,753,""
"","Foothill Bldrs Mart Tv","","","","","",,,"",False,False,True,,600,""
"","Foothill Builders Mart","","","","","",,,"",False,False,True,,600,""
"","Franchise Tax Board","","","","","",,,"",False,False,True,,920,""
"","Franklin Truck Parts","","","","","",,,"",False,False,True,,600,""
"","Freedom Performance","","","","","",,,"",False,False,True,,600,""
"","Frontier Truck Parts","","","","","",,,"",False,False,True,,600,""
"","FTB","","","","","",,,"",False,False,True,,360,""
"","G&M Oil","","","","","",,,"",False,False,True,,631,""
"","GE Maintance","","","","","",,,"",False,False,True,,650,""
"","Ge Truck","","","","","",,,"",False,False,True,,600,""
"","Gen Korean Bbq","","","","","",,,"",False,False,True,,724,""
"","Getting Loaded","","","","","",,,"",False,False,True,,600,""
"","Golden Steer Steakhouse","","","","","",,,"",False,False,True,,724,""
"","Golden West Transport Refrigeration","","","","","",,,"",False,False,True,,600,""
"","Greensleeves Steakhouse","","","","","",,,"",False,False,True,,724,""
"","Gt Sports Marketing","","","","","",,,"",False,False,True,,723,""
"","Gwl - Fontana","","","","","",,,"",False,False,True,,,""
"","Gyu-Kaku Restaurant","","","","","",,,"",False,False,True,,724,""
"","Harbor Freight Tools","","","","","",,,"",False,False,True,,604,""
"","Harbor Truck Body","","","","","",,,"",False,False,True,,600,""
"","Harland Clarke","","","","","",,,"",False,False,True,,600,""
"","Harold E Miller Broker","","","","","",,,"",False,False,True,,748,""
"","Heroes Restaurant","","","","","",,,"",False,False,True,,724,""
"","HI Tech Machine Shop","","","","","",,,"",False,False,True,,600,""
"","Hickory Ranch Steakhouse","","","","","",,,"",False,False,True,,724,""
"","Hughesnet.Com","","","","","",,,"",False,False,True,,753,""
"","Image Medical Weight Loss","","","","","",,,"",False,False,True,,705,""
"","IN N Out Burger","","","","","",,,"",False,False,True,,724,""
"","Inland Empire Driveline","","","","","",,,"",False,False,True,,600,""
"","Inland Kenworth","","","","","",,,"",False,False,True,,600,""
"","Inland Valley Federal Credit Union","","","","","",,,"",False,False,True,,401,""
"","Inland-Group.Com","","","","","",,,"",False,False,True,,600,""
"","IPFS Corporation of California","","","","","",,,"",False,False,True,,744,""
"","Isaiah Flores","","","","","",,,"",False,False,True,,451,""
"","IWalkers Air Brakes","","","","","",,,"",False,False,True,,600,""
"","J.D.'S Gear Works","","","","","",,,"",False,False,True,,600,""
"","Jack IN The Box","","","","","",,,"",False,False,True,,724,""
"","JB Trailer Service","","","","","",,,"",False,False,True,,600,""
"","JD Gear Work","","","","","",,,"",False,False,True,,600,""
"","Jersey Mikes","","","","","",,,"",False,False,True,,724,""
"","Joesph Navaro","","","","","",,,"",False,False,True,,610,""
"","Jose Montes","","","","","",,,"",False,False,True,,705,""
"","Joseph Navaro","","","","","",,,"",False,False,True,,610,""
"","JTS","","","","","",,,"",False,False,True,,600,""
"","Juan Pollo","","","","","",,,"",False,False,True,,724,""
"","K & S Auto repair","","","","","",,,"",False,False,True,,600,""
"","K Solo","","","","","",,,"",False,False,True,,208,""
"","Kab Parts","","","","","",,,"",False,False,True,,600,""
"","Kabob Grill House","","","","","",,,"",False,False,True,,724,""
"","Kal Partz","","","","","",,,"",False,False,True,,610,""
"","Kemper Auto","","","","","",,,"",False,False,True,,600,""
"","Key Transport Solutions","","","","","",,,"",False,False,True,,600,""
"","Kimball Midwest","","","","","",,,"",False,False,True,,600,""
"","Kropps Parts & Service","","","","","",,,"",False,False,True,,600,""
"","LA Freight liner","","","","","",,,"",False,False,True,,600,""
"","La Freightliner","","","","","",,,"",False,False,True,,600,""
"","LA Tapatia Restaurant","","","","","",,,"",False,False,True,,724,""
"","Laa Legends Concession","","","","","",,,"",False,False,True,,729,""
"","Laa Legends Merchandise","","","","","",,,"",False,False,True,,729,""
"","Las Vegas Raiders","","","","","",,,"",False,False,True,,729,""
"","Lock Worx","","","","","",,,"",False,False,True,,750,""
"","Longhorn Steak","","","","","",,,"",False,False,True,,724,""
"","Lowe's","","","","","",,,"",False,False,True,,750,""
"","Manuel Ruano","","","","","",,,"",False,False,True,,610,""
"","Mark Christopher Auto Center","","","","","",,,"",False,False,True,,600,""
"","Mark Christopher Chevrolet","","","","","",,,"",False,False,True,,600,""
"","Mark Christopher Chevy","","","","","",,,"",False,False,True,,600,""
"","Mark Rey","","","","","",,,"",False,False,True,,653,""
"","Martins Mobile Auto Glass","","","","","",,,"",False,False,True,,650,""
"","Mastro's","","","","","",,,"",False,False,True,,724,""
"","Matco LA Quinta","","","","","",,,"",False,False,True,,757,""
